Commodity,Date,Unit,Minimum,Maximum,Average
Grapes(Green),2013-07-16,kg,250.0,300.0,275.0
Water Melon(Green),2013-07-16,kg,45.0,50.0,47.5
Sweet Orange,2013-07-16,kg,90.0,95.0,92.5
Pineapple,2013-07-16,per piece,60.0,70.0,65.0
Cucumber(Local),2013-07-16,kg,30.0,35.0,32.5
Jack Fruit,2013-07-16,kg,15.0,20.0,17.5
Papaya(Nepali),2013-07-16,kg,50.0,55.0,52.5
Sugarcane,2013-07-16,per piece,50.0,60.0,55.0
Ginger,2013-07-16,kg,150.0,160.0,155.0
Chilli Dry,2013-07-16,kg,170.0,180.0,175.0
Chilli Green,2013-07-16,kg,30.0,35.0,32.5
Capsicum,2013-07-16,kg,90.0,100.0,95.0
Garlic Green,2013-07-16,kg,35.0,40.0,37.5
Coriander Green,2013-07-16,kg,80.0,90.0,85.0
Garlic Dry Chinese,2013-07-16,kg,85.0,90.0,87.5
Garlic Dry Nepali,2013-07-16,kg,60.0,70.0,65.0
Clive Green,2013-07-16,kg,50.0,60.0,55.0
Fish Fresh,2013-07-16,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-17,kg,80.0,90.0,85.0
Tomato Small(Local),2013-07-17,kg,46.0,52.0,49.0
Potato Red,2013-07-17,kg,23.0,24.0,23.5
Potato White,2013-07-17,kg,18.0,19.0,18.5
Onion Dry (Indian),2013-07-17,kg,48.0,50.0,49.0
Carrot(Local),2013-07-17,kg,45.0,50.0,47.5
Cabbage(Local),2013-07-17,kg,14.0,16.0,15.0
Cauli Local,2013-07-17,kg,50.0,60.0,55.0
Raddish White(Local),2013-07-17,kg,20.0,25.0,22.5
Brinjal Long,2013-07-17,kg,40.0,45.0,42.5
Brinjal Round,2013-07-17,kg,45.0,50.0,47.5
Cow pea(Long),2013-07-17,kg,40.0,50.0,45.0
French Bean(Local),2013-07-17,kg,40.0,45.0,42.5
Soyabean Green,2013-07-17,kg,55.0,60.0,57.5
Bitter Gourd,2013-07-17,kg,40.0,45.0,42.5
Bottle Gourd,2013-07-17,kg,20.0,30.0,25.0
Pointed Gourd(Local),2013-07-17,kg,40.0,45.0,42.5
Snake Gourd,2013-07-17,kg,28.0,32.0,30.0
Smooth Gourd,2013-07-17,kg,25.0,30.0,27.5
Sponge Gourd,2013-07-17,kg,30.0,35.0,32.5
Pumpkin,2013-07-17,kg,18.0,20.0,19.0
Squash(Long),2013-07-17,kg,40.0,45.0,42.5
Okara,2013-07-17,kg,30.0,35.0,32.5
Arum,2013-07-17,kg,35.0,40.0,37.5
Christophine,2013-07-17,kg,40.0,45.0,42.5
Brd Leaf Mustard,2013-07-17,kg,35.0,40.0,37.5
Spinach Leaf,2013-07-17,kg,35.0,40.0,37.5
Cress Leaf,2013-07-17,kg,35.0,40.0,37.5
Mustard Leaf,2013-07-17,kg,25.0,30.0,27.5
Fenugreek Leaf,2013-07-17,kg,35.0,40.0,37.5
Onion Green,2013-07-17,kg,30.0,35.0,32.5
Mushroom(Kanya),2013-07-17,kg,200.0,220.0,210.0
Asparagus,2013-07-17,kg,120.0,140.0,130.0
Neuro,2013-07-17,kg,50.0,60.0,55.0
Sugarbeet,2013-07-17,kg,55.0,60.0,57.5
Red Cabbbage,2013-07-17,kg,70.0,80.0,75.0
Lettuce,2013-07-17,kg,55.0,60.0,57.5
Celery,2013-07-17,kg,120.0,130.0,125.0
Parseley,2013-07-17,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-17,kg,50.0,55.0,52.5
Mint,2013-07-17,kg,120.0,130.0,125.0
Turnip A,2013-07-17,kg,45.0,50.0,47.5
Maize,2013-07-17,per piece,6.0,7.0,6.5
Tamarind,2013-07-17,kg,70.0,80.0,75.0
Bamboo Shoot,2013-07-17,kg,60.0,70.0,65.0
Tofu,2013-07-17,kg,60.0,70.0,65.0
Gundruk,2013-07-17,kg,170.0,180.0,175.0
Apple(Jholey),2013-07-17,kg,50.0,60.0,55.0
Banana,2013-07-17,per dozen,50.0,60.0,55.0
Lime,2013-07-17,kg,300.0,400.0,350.0
Pomegranate,2013-07-17,kg,200.0,210.0,205.0
Mango(Maldah),2013-07-17,kg,70.0,80.0,75.0
Grapes(Green),2013-07-17,kg,250.0,260.0,255.0
Water Melon(Green),2013-07-17,kg,45.0,50.0,47.5
Sweet Orange,2013-07-17,kg,85.0,90.0,87.5
Pineapple,2013-07-17,per piece,60.0,70.0,65.0
Cucumber(Local),2013-07-17,kg,30.0,35.0,32.5
Jack Fruit,2013-07-17,kg,18.0,20.0,19.0
Papaya(Nepali),2013-07-17,kg,60.0,70.0,65.0
Sugarcane,2013-07-17,per piece,50.0,60.0,55.0
Ginger,2013-07-17,kg,170.0,180.0,175.0
Chilli Dry,2013-07-17,kg,170.0,180.0,175.0
Chilli Green,2013-07-17,kg,30.0,40.0,35.0
Capsicum,2013-07-17,kg,80.0,90.0,85.0
Garlic Green,2013-07-17,kg,40.0,45.0,42.5
Coriander Green,2013-07-17,kg,90.0,100.0,95.0
Garlic Dry Chinese,2013-07-17,kg,85.0,90.0,87.5
Garlic Dry Nepali,2013-07-17,kg,50.0,60.0,55.0
Clive Dry,2013-07-17,kg,75.0,85.0,80.0
Clive Green,2013-07-17,kg,50.0,60.0,55.0
Fish Fresh,2013-07-17,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-18,kg,65.0,70.0,67.5
Tomato Small(Local),2013-07-18,kg,40.0,45.0,42.5
Potato Red,2013-07-18,kg,23.0,24.0,23.5
Potato White,2013-07-18,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-07-18,kg,52.0,55.0,53.5
Carrot(Local),2013-07-18,kg,45.0,50.0,47.5
Cabbage(Local),2013-07-18,kg,14.0,18.0,16.0
Cauli Local,2013-07-18,kg,40.0,50.0,45.0
Raddish White(Local),2013-07-18,kg,20.0,25.0,22.5
Brinjal Long,2013-07-18,kg,28.0,32.0,30.0
Brinjal Round,2013-07-18,kg,40.0,45.0,42.5
Cow pea(Long),2013-07-18,kg,40.0,50.0,45.0
French Bean(Local),2013-07-18,kg,40.0,45.0,42.5
Soyabean Green,2013-07-18,kg,55.0,60.0,57.5
Bitter Gourd,2013-07-18,kg,25.0,30.0,27.5
Bottle Gourd,2013-07-18,kg,20.0,25.0,22.5
Pointed Gourd(Local),2013-07-18,kg,40.0,45.0,42.5
Snake Gourd,2013-07-18,kg,30.0,35.0,32.5
Smooth Gourd,2013-07-18,kg,20.0,25.0,22.5
Sponge Gourd,2013-07-18,kg,30.0,35.0,32.5
Pumpkin,2013-07-18,kg,18.0,20.0,19.0
Squash(Long),2013-07-18,kg,35.0,40.0,37.5
Okara,2013-07-18,kg,24.0,28.0,26.0
Arum,2013-07-18,kg,30.0,35.0,32.5
Christophine,2013-07-18,kg,40.0,45.0,42.5
Brd Leaf Mustard,2013-07-18,kg,30.0,35.0,32.5
Spinach Leaf,2013-07-18,kg,35.0,40.0,37.5
Cress Leaf,2013-07-18,kg,35.0,40.0,37.5
Mustard Leaf,2013-07-18,kg,25.0,30.0,27.5
Fenugreek Leaf,2013-07-18,kg,30.0,35.0,32.5
Onion Green,2013-07-18,kg,30.0,35.0,32.5
Mushroom(Kanya),2013-07-18,kg,200.0,220.0,210.0
Asparagus,2013-07-18,kg,120.0,140.0,130.0
Neuro,2013-07-18,kg,50.0,60.0,55.0
Sugarbeet,2013-07-18,kg,55.0,60.0,57.5
Red Cabbbage,2013-07-18,kg,60.0,70.0,65.0
Lettuce,2013-07-18,kg,50.0,55.0,52.5
Celery,2013-07-18,kg,120.0,130.0,125.0
Parseley,2013-07-18,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-18,kg,30.0,35.0,32.5
Mint,2013-07-18,kg,120.0,130.0,125.0
Turnip A,2013-07-18,kg,40.0,45.0,42.5
Maize,2013-07-18,per piece,6.0,7.0,6.5
Tamarind,2013-07-18,kg,70.0,80.0,75.0
Bamboo Shoot,2013-07-18,kg,60.0,70.0,65.0
Tofu,2013-07-18,kg,60.0,70.0,65.0
Gundruk,2013-07-18,kg,170.0,180.0,175.0
Apple(Jholey),2013-07-18,kg,130.0,140.0,135.0
Banana,2013-07-18,per dozen,50.0,60.0,55.0
Lime,2013-07-18,kg,300.0,400.0,350.0
Pomegranate,2013-07-18,kg,200.0,210.0,205.0
Mango(Maldah),2013-07-18,kg,70.0,80.0,75.0
Grapes(Green),2013-07-18,kg,250.0,260.0,255.0
Water Melon(Green),2013-07-18,kg,45.0,50.0,47.5
Sweet Orange,2013-07-18,kg,85.0,95.0,90.0
Pineapple,2013-07-18,per piece,60.0,70.0,65.0
Cucumber(Local),2013-07-18,kg,35.0,40.0,37.5
Jack Fruit,2013-07-18,kg,15.0,20.0,17.5
Papaya(Nepali),2013-07-18,kg,70.0,80.0,75.0
Sugarcane,2013-07-18,per piece,50.0,60.0,55.0
Ginger,2013-07-18,kg,160.0,170.0,165.0
Chilli Dry,2013-07-18,kg,170.0,180.0,175.0
Chilli Green,2013-07-18,kg,35.0,40.0,37.5
Capsicum,2013-07-18,kg,70.0,80.0,75.0
Garlic Green,2013-07-18,kg,35.0,40.0,37.5
Coriander Green,2013-07-18,kg,70.0,80.0,75.0
Garlic Dry Chinese,2013-07-18,kg,85.0,90.0,87.5
Garlic Dry Nepali,2013-07-18,kg,60.0,70.0,65.0
Clive Dry,2013-07-18,kg,70.0,80.0,75.0
Clive Green,2013-07-18,kg,50.0,60.0,55.0
Fish Fresh,2013-07-18,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-19,kg,55.0,60.0,57.5
Tomato Small(Local),2013-07-19,kg,36.0,40.0,38.0
Potato Red,2013-07-19,kg,23.0,24.0,23.5
Potato White,2013-07-19,kg,18.0,19.0,18.5
Onion Dry (Indian),2013-07-19,kg,50.0,53.0,51.5
Carrot(Local),2013-07-19,kg,35.0,40.0,37.5
Cabbage(Local),2013-07-19,kg,14.0,18.0,16.0
Cauli Local,2013-07-19,kg,50.0,60.0,55.0
Raddish White(Local),2013-07-19,kg,20.0,25.0,22.5
Brinjal Long,2013-07-19,kg,25.0,30.0,27.5
Brinjal Round,2013-07-19,kg,35.0,40.0,37.5
Cow pea(Long),2013-07-19,kg,35.0,40.0,37.5
French Bean(Local),2013-07-19,kg,30.0,35.0,32.5
Soyabean Green,2013-07-19,kg,60.0,65.0,62.5
Bitter Gourd,2013-07-19,kg,20.0,26.0,23.0
Bottle Gourd,2013-07-19,kg,20.0,25.0,22.5
Pointed Gourd(Local),2013-07-19,kg,40.0,45.0,42.5
Snake Gourd,2013-07-19,kg,28.0,32.0,30.0
Smooth Gourd,2013-07-19,kg,25.0,30.0,27.5
Sponge Gourd,2013-07-19,kg,35.0,40.0,37.5
Pumpkin,2013-07-19,kg,25.0,30.0,27.5
Squash(Long),2013-07-19,kg,35.0,40.0,37.5
Okara,2013-07-19,kg,18.0,22.0,20.0
Arum,2013-07-19,kg,30.0,35.0,32.5
Christophine,2013-07-19,kg,35.0,40.0,37.5
Brd Leaf Mustard,2013-07-19,kg,30.0,35.0,32.5
Spinach Leaf,2013-07-19,kg,30.0,35.0,32.5
Cress Leaf,2013-07-19,kg,30.0,35.0,32.5
Mustard Leaf,2013-07-19,kg,25.0,30.0,27.5
Fenugreek Leaf,2013-07-19,kg,30.0,35.0,32.5
Onion Green,2013-07-19,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-07-19,kg,180.0,200.0,190.0
Neuro,2013-07-19,kg,50.0,60.0,55.0
Sugarbeet,2013-07-19,kg,55.0,60.0,57.5
Red Cabbbage,2013-07-19,kg,60.0,70.0,65.0
Lettuce,2013-07-19,kg,55.0,60.0,57.5
Celery,2013-07-19,kg,120.0,130.0,125.0
Parseley,2013-07-19,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-19,kg,35.0,40.0,37.5
Mint,2013-07-19,kg,120.0,130.0,125.0
Turnip A,2013-07-19,kg,50.0,55.0,52.5
Maize,2013-07-19,per piece,6.0,7.0,6.5
Tamarind,2013-07-19,kg,70.0,80.0,75.0
Bamboo Shoot,2013-07-19,kg,60.0,70.0,65.0
Tofu,2013-07-19,kg,60.0,70.0,65.0
Gundruk,2013-07-19,kg,170.0,180.0,175.0
Apple(Jholey),2013-07-19,kg,130.0,140.0,135.0
Banana,2013-07-19,per dozen,50.0,60.0,55.0
Lime,2013-07-19,kg,300.0,400.0,350.0
Pomegranate,2013-07-19,kg,190.0,200.0,195.0
Mango(Maldah),2013-07-19,kg,60.0,70.0,65.0
Grapes(Green),2013-07-19,kg,250.0,300.0,275.0
Water Melon(Green),2013-07-19,kg,45.0,50.0,47.5
Sweet Orange,2013-07-19,kg,85.0,90.0,87.5
Pineapple,2013-07-19,per piece,70.0,80.0,75.0
Cucumber(Local),2013-07-19,kg,25.0,30.0,27.5
Jack Fruit,2013-07-19,kg,15.0,18.0,16.5
Papaya(Nepali),2013-07-19,kg,70.0,80.0,75.0
Sugarcane,2013-07-19,per piece,50.0,60.0,55.0
Ginger,2013-07-19,kg,160.0,170.0,165.0
Chilli Dry,2013-07-19,kg,170.0,180.0,175.0
Chilli Green,2013-07-19,kg,35.0,40.0,37.5
Capsicum,2013-07-19,kg,65.0,70.0,67.5
Garlic Green,2013-07-19,kg,35.0,40.0,37.5
Coriander Green,2013-07-19,kg,70.0,80.0,75.0
Garlic Dry Chinese,2013-07-19,kg,85.0,90.0,87.5
Garlic Dry Nepali,2013-07-19,kg,50.0,60.0,55.0
Clive Dry,2013-07-19,kg,70.0,80.0,75.0
Clive Green,2013-07-19,kg,50.0,60.0,55.0
Fish Fresh,2013-07-19,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-21,kg,50.0,55.0,52.5
Tomato Small(Local),2013-07-21,kg,28.0,32.0,30.0
Potato Red,2013-07-21,kg,24.0,25.0,24.5
Potato White,2013-07-21,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-07-21,kg,50.0,53.0,51.5
Carrot(Local),2013-07-21,kg,50.0,53.0,51.5
Cabbage(Local),2013-07-21,kg,16.0,18.0,17.0
Cauli Local,2013-07-21,kg,50.0,60.0,55.0
Raddish White(Local),2013-07-21,kg,20.0,25.0,22.5
Brinjal Long,2013-07-21,kg,20.0,25.0,22.5
Brinjal Round,2013-07-21,kg,35.0,40.0,37.5
Cow pea(Long),2013-07-21,kg,35.0,40.0,37.5
French Bean(Local),2013-07-21,kg,35.0,40.0,37.5
Soyabean Green,2013-07-21,kg,55.0,60.0,57.5
Bitter Gourd,2013-07-21,kg,18.0,22.0,20.0
Bottle Gourd,2013-07-21,kg,18.0,22.0,20.0
Pointed Gourd(Local),2013-07-21,kg,35.0,40.0,37.5
Snake Gourd,2013-07-21,kg,28.0,30.0,29.0
Smooth Gourd,2013-07-21,kg,25.0,30.0,27.5
Sponge Gourd,2013-07-21,kg,28.0,32.0,30.0
Pumpkin,2013-07-21,kg,18.0,20.0,19.0
Squash(Long),2013-07-21,kg,30.0,35.0,32.5
Okara,2013-07-21,kg,18.0,20.0,19.0
Arum,2013-07-21,kg,30.0,35.0,32.5
Christophine,2013-07-21,kg,40.0,45.0,42.5
Brd Leaf Mustard,2013-07-21,kg,35.0,40.0,37.5
Spinach Leaf,2013-07-21,kg,35.0,40.0,37.5
Cress Leaf,2013-07-21,kg,35.0,40.0,37.5
Mustard Leaf,2013-07-21,kg,30.0,35.0,32.5
Fenugreek Leaf,2013-07-21,kg,35.0,40.0,37.5
Onion Green,2013-07-21,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-07-21,kg,180.0,200.0,190.0
Asparagus,2013-07-21,kg,120.0,140.0,130.0
Neuro,2013-07-21,kg,50.0,60.0,55.0
Sugarbeet,2013-07-21,kg,55.0,60.0,57.5
Red Cabbbage,2013-07-21,kg,60.0,70.0,65.0
Lettuce,2013-07-21,kg,35.0,40.0,37.5
Celery,2013-07-21,kg,120.0,130.0,125.0
Parseley,2013-07-21,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-21,kg,35.0,40.0,37.5
Mint,2013-07-21,kg,120.0,130.0,125.0
Turnip A,2013-07-21,kg,40.0,45.0,42.5
Maize,2013-07-21,per piece,6.0,7.0,6.5
Tamarind,2013-07-21,kg,70.0,80.0,75.0
Bamboo Shoot,2013-07-21,kg,60.0,70.0,65.0
Tofu,2013-07-21,kg,60.0,70.0,65.0
Gundruk,2013-07-21,kg,170.0,180.0,175.0
Apple(Jholey),2013-07-21,kg,110.0,120.0,115.0
Banana,2013-07-21,per dozen,50.0,60.0,55.0
Lime,2013-07-21,kg,300.0,400.0,350.0
Pomegranate,2013-07-21,kg,200.0,220.0,210.0
Mango(Maldah),2013-07-21,kg,50.0,60.0,55.0
Grapes(Green),2013-07-21,kg,250.0,300.0,275.0
Water Melon(Green),2013-07-21,kg,50.0,55.0,52.5
Sweet Orange,2013-07-21,kg,80.0,90.0,85.0
Pineapple,2013-07-21,per piece,60.0,70.0,65.0
Cucumber(Local),2013-07-21,kg,25.0,30.0,27.5
Jack Fruit,2013-07-21,kg,15.0,18.0,16.5
Papaya(Nepali),2013-07-21,kg,65.0,70.0,67.5
Sugarcane,2013-07-21,per piece,50.0,60.0,55.0
Ginger,2013-07-21,kg,170.0,180.0,175.0
Chilli Dry,2013-07-21,kg,170.0,180.0,175.0
Chilli Green,2013-07-21,kg,35.0,40.0,37.5
Capsicum,2013-07-21,kg,50.0,60.0,55.0
Garlic Green,2013-07-21,kg,35.0,40.0,37.5
Coriander Green,2013-07-21,kg,60.0,70.0,65.0
Garlic Dry Chinese,2013-07-21,kg,85.0,90.0,87.5
Garlic Dry Nepali,2013-07-21,kg,60.0,70.0,65.0
Clive Dry,2013-07-21,kg,70.0,80.0,75.0
Clive Green,2013-07-21,kg,50.0,60.0,55.0
Fish Fresh,2013-07-21,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-22,kg,55.0,60.0,57.5
Tomato Small(Local),2013-07-22,kg,28.0,32.0,30.0
Potato Red,2013-07-22,kg,23.0,24.0,23.5
Potato White,2013-07-22,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-07-22,kg,50.0,52.0,51.0
Carrot(Local),2013-07-22,kg,45.0,50.0,47.5
Cabbage(Local),2013-07-22,kg,14.0,18.0,16.0
Cauli Local,2013-07-22,kg,55.0,60.0,57.5
Raddish White(Local),2013-07-22,kg,20.0,25.0,22.5
Brinjal Long,2013-07-22,kg,20.0,25.0,22.5
Brinjal Round,2013-07-22,kg,35.0,40.0,37.5
Cow pea(Long),2013-07-22,kg,35.0,40.0,37.5
Green Peas,2013-07-22,kg,130.0,140.0,135.0
French Bean(Local),2013-07-22,kg,30.0,35.0,32.5
Soyabean Green,2013-07-22,kg,50.0,60.0,55.0
Bitter Gourd,2013-07-22,kg,18.0,20.0,19.0
Bottle Gourd,2013-07-22,kg,18.0,20.0,19.0
Pointed Gourd(Local),2013-07-22,kg,35.0,40.0,37.5
Snake Gourd,2013-07-22,kg,28.0,30.0,29.0
Smooth Gourd,2013-07-22,kg,20.0,25.0,22.5
Sponge Gourd,2013-07-22,kg,20.0,25.0,22.5
Pumpkin,2013-07-22,kg,18.0,20.0,19.0
Squash(Long),2013-07-22,kg,28.0,30.0,29.0
Okara,2013-07-22,kg,18.0,20.0,19.0
Arum,2013-07-22,kg,28.0,32.0,30.0
Christophine,2013-07-22,kg,35.0,40.0,37.5
Brd Leaf Mustard,2013-07-22,kg,35.0,40.0,37.5
Spinach Leaf,2013-07-22,kg,35.0,40.0,37.5
Cress Leaf,2013-07-22,kg,35.0,40.0,37.5
Mustard Leaf,2013-07-22,kg,30.0,35.0,32.5
Fenugreek Leaf,2013-07-22,kg,35.0,40.0,37.5
Onion Green,2013-07-22,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-07-22,kg,150.0,180.0,165.0
Asparagus,2013-07-22,kg,120.0,140.0,130.0
Neuro,2013-07-22,kg,50.0,60.0,55.0
Sugarbeet,2013-07-22,kg,55.0,60.0,57.5
Red Cabbbage,2013-07-22,kg,60.0,70.0,65.0
Lettuce,2013-07-22,kg,45.0,50.0,47.5
Celery,2013-07-22,kg,120.0,130.0,125.0
Parseley,2013-07-22,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-22,kg,45.0,50.0,47.5
Mint,2013-07-22,kg,120.0,130.0,125.0
Turnip A,2013-07-22,kg,45.0,50.0,47.5
Maize,2013-07-22,per piece,6.0,7.0,6.5
Tamarind,2013-07-22,kg,70.0,80.0,75.0
Bamboo Shoot,2013-07-22,kg,60.0,70.0,65.0
Tofu,2013-07-22,kg,60.0,70.0,65.0
Gundruk,2013-07-22,kg,170.0,180.0,175.0
Apple(Jholey),2013-07-22,kg,120.0,130.0,125.0
Banana,2013-07-22,per dozen,50.0,60.0,55.0
Lime,2013-07-22,kg,300.0,400.0,350.0
Pomegranate,2013-07-22,kg,200.0,210.0,205.0
Mango(Maldah),2013-07-22,kg,60.0,70.0,65.0
Grapes(Green),2013-07-22,kg,250.0,300.0,275.0
Water Melon(Green),2013-07-22,kg,45.0,50.0,47.5
Sweet Orange,2013-07-22,kg,80.0,90.0,85.0
Pineapple,2013-07-22,per piece,60.0,70.0,65.0
Cucumber(Local),2013-07-22,kg,25.0,30.0,27.5
Jack Fruit,2013-07-22,kg,15.0,18.0,16.5
Papaya(Nepali),2013-07-22,kg,60.0,65.0,62.5
Ginger,2013-07-22,kg,170.0,180.0,175.0
Chilli Dry,2013-07-22,kg,170.0,180.0,175.0
Chilli Green,2013-07-22,kg,35.0,40.0,37.5
Capsicum,2013-07-22,kg,50.0,60.0,55.0
Garlic Green,2013-07-22,kg,35.0,40.0,37.5
Coriander Green,2013-07-22,kg,70.0,80.0,75.0
Garlic Dry Chinese,2013-07-22,kg,85.0,90.0,87.5
Garlic Dry Nepali,2013-07-22,kg,60.0,70.0,65.0
Clive Dry,2013-07-22,kg,80.0,90.0,85.0
Clive Green,2013-07-22,kg,50.0,60.0,55.0
Fish Fresh,2013-07-22,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-23,kg,55.0,60.0,57.5
Tomato Small(Local),2013-07-23,kg,30.0,35.0,32.5
Potato Red,2013-07-23,kg,23.0,24.0,23.5
Potato White,2013-07-23,kg,18.0,19.0,18.5
Onion Dry (Indian),2013-07-23,kg,50.0,52.0,51.0
Carrot(Local),2013-07-23,kg,45.0,50.0,47.5
Cabbage(Local),2013-07-23,kg,18.0,20.0,19.0
Cauli Local,2013-07-23,kg,55.0,60.0,57.5
Raddish White(Local),2013-07-23,kg,18.0,22.0,20.0
Brinjal Long,2013-07-23,kg,25.0,30.0,27.5
Brinjal Round,2013-07-23,kg,30.0,35.0,32.5
Cow pea(Long),2013-07-23,kg,35.0,40.0,37.5
French Bean(Local),2013-07-23,kg,35.0,40.0,37.5
Soyabean Green,2013-07-23,kg,55.0,60.0,57.5
Bitter Gourd,2013-07-23,kg,18.0,20.0,19.0
Bottle Gourd,2013-07-23,kg,18.0,20.0,19.0
Pointed Gourd(Local),2013-07-23,kg,30.0,35.0,32.5
Snake Gourd,2013-07-23,kg,25.0,30.0,27.5
Smooth Gourd,2013-07-23,kg,20.0,25.0,22.5
Sponge Gourd,2013-07-23,kg,20.0,25.0,22.5
Pumpkin,2013-07-23,kg,18.0,20.0,19.0
Squash(Long),2013-07-23,kg,25.0,30.0,27.5
Okara,2013-07-23,kg,18.0,20.0,19.0
Arum,2013-07-23,kg,30.0,35.0,32.5
Christophine,2013-07-23,kg,30.0,35.0,32.5
Brd Leaf Mustard,2013-07-23,kg,35.0,40.0,37.5
Spinach Leaf,2013-07-23,kg,35.0,40.0,37.5
Cress Leaf,2013-07-23,kg,35.0,40.0,37.5
Mustard Leaf,2013-07-23,kg,30.0,35.0,32.5
Fenugreek Leaf,2013-07-23,kg,35.0,40.0,37.5
Onion Green,2013-07-23,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-07-23,kg,150.0,160.0,155.0
Asparagus,2013-07-23,kg,120.0,150.0,135.0
Neuro,2013-07-23,kg,50.0,60.0,55.0
Sugarbeet,2013-07-23,kg,55.0,60.0,57.5
Red Cabbbage,2013-07-23,kg,60.0,70.0,65.0
Lettuce,2013-07-23,kg,45.0,50.0,47.5
Celery,2013-07-23,kg,120.0,130.0,125.0
Parseley,2013-07-23,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-23,kg,45.0,50.0,47.5
Mint,2013-07-23,kg,120.0,130.0,125.0
Turnip A,2013-07-23,kg,45.0,50.0,47.5
Maize,2013-07-23,per piece,7.0,8.0,7.5
Tamarind,2013-07-23,kg,70.0,80.0,75.0
Bamboo Shoot,2013-07-23,kg,60.0,70.0,65.0
Tofu,2013-07-23,kg,60.0,70.0,65.0
Gundruk,2013-07-23,kg,170.0,180.0,175.0
Apple(Jholey),2013-07-23,kg,100.0,110.0,105.0
Banana,2013-07-23,per dozen,50.0,60.0,55.0
Lime,2013-07-23,kg,300.0,400.0,350.0
Pomegranate,2013-07-23,kg,200.0,210.0,205.0
Mango(Maldah),2013-07-23,kg,60.0,70.0,65.0
Water Melon(Green),2013-07-23,kg,45.0,50.0,47.5
Sweet Orange,2013-07-23,kg,80.0,90.0,85.0
Pineapple,2013-07-23,per piece,60.0,70.0,65.0
Cucumber(Local),2013-07-23,kg,25.0,30.0,27.5
Jack Fruit,2013-07-23,kg,15.0,18.0,16.5
Papaya(Nepali),2013-07-23,kg,60.0,65.0,62.5
Ginger,2013-07-23,kg,170.0,180.0,175.0
Chilli Dry,2013-07-23,kg,170.0,180.0,175.0
Chilli Green,2013-07-23,kg,40.0,45.0,42.5
Capsicum,2013-07-23,kg,55.0,60.0,57.5
Garlic Green,2013-07-23,kg,45.0,50.0,47.5
Coriander Green,2013-07-23,kg,70.0,80.0,75.0
Garlic Dry Chinese,2013-07-23,kg,85.0,90.0,87.5
Garlic Dry Nepali,2013-07-23,kg,50.0,60.0,55.0
Clive Dry,2013-07-23,kg,80.0,90.0,85.0
Clive Green,2013-07-23,kg,50.0,60.0,55.0
Fish Fresh,2013-07-23,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-24,kg,50.0,55.0,52.5
Tomato Small(Local),2013-07-24,kg,32.0,36.0,34.0
Potato Red,2013-07-24,kg,23.0,24.0,23.5
Potato White,2013-07-24,kg,18.0,19.0,18.5
Onion Dry (Indian),2013-07-24,kg,50.0,52.0,51.0
Carrot(Local),2013-07-24,kg,50.0,55.0,52.5
Cabbage(Local),2013-07-24,kg,16.0,20.0,18.0
Cauli Local,2013-07-24,kg,55.0,60.0,57.5
Raddish White(Local),2013-07-24,kg,20.0,25.0,22.5
Brinjal Long,2013-07-24,kg,25.0,30.0,27.5
Brinjal Round,2013-07-24,kg,35.0,40.0,37.5
Cow pea(Long),2013-07-24,kg,40.0,45.0,42.5
French Bean(Local),2013-07-24,kg,30.0,35.0,32.5
Soyabean Green,2013-07-24,kg,50.0,55.0,52.5
Bitter Gourd,2013-07-24,kg,18.0,20.0,19.0
Bottle Gourd,2013-07-24,kg,18.0,20.0,19.0
Pointed Gourd(Local),2013-07-24,kg,35.0,40.0,37.5
Snake Gourd,2013-07-24,kg,25.0,30.0,27.5
Smooth Gourd,2013-07-24,kg,25.0,30.0,27.5
Sponge Gourd,2013-07-24,kg,20.0,25.0,22.5
Pumpkin,2013-07-24,kg,18.0,20.0,19.0
Squash(Long),2013-07-24,kg,30.0,35.0,32.5
Okara,2013-07-24,kg,20.0,24.0,22.0
Arum,2013-07-24,kg,28.0,30.0,29.0
Christophine,2013-07-24,kg,30.0,35.0,32.5
Brd Leaf Mustard,2013-07-24,kg,35.0,40.0,37.5
Spinach Leaf,2013-07-24,kg,35.0,40.0,37.5
Cress Leaf,2013-07-24,kg,35.0,40.0,37.5
